level,type,usage,sort,parent,code,display_code,icd10_code,title_en,parent_title,detailed_title,definition,mortality_code,morbidity_code1,morbidity_code2,morbidity_code3,morbidity_code4,last_updated
4,T,X,1,B25,B25.0,B25.0,B250,Cytomegaloviral pneumonitis,Cytomegaloviral disease,Cytomegaloviral pneumonitis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B25.1,B25.1,B251,Cytomegaloviral hepatitis,Cytomegaloviral disease,Cytomegaloviral hepatitis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B25.2,B25.2,B252,Cytomegaloviral pancreatitis,Cytomegaloviral disease,Cytomegaloviral pancreatitis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B25.8,B25.8,B258,Other cytomegaloviral diseases,Cytomegaloviral disease,Other cytomegaloviral diseases,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B25.9,B25.9,B259,"Cytomegaloviral disease, unspecified",Cytomegaloviral disease,"Cytomegaloviral disease, unspecified",,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B25,B26.-,B26,B26,Mumps,Mumps,,,040,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B26.0,B26.0,B260,Mumps orchitis,Mumps,Mumps orchitis,,040,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B26.1,B26.1,B261,Mumps meningitis,Mumps,Mumps meningitis,,040,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B26.2,B26.2,B262,Mumps encephalitis,Mumps,Mumps encephalitis,,040,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B26.3,B26.3,B263,Mumps pancreatitis,Mumps,Mumps pancreatitis,,040,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B26.8,B26.8,B268,Mumps with other complications,Mumps,Mumps with other complications,,040,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B26.9,B26.9,B269,Mumps without complication,Mumps,Mumps without complication,,040,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B25,B27.-,B27,B27,Infectious mononucleosis,Infectious mononucleosis,,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B27.0,B27.0,B270,Gammaherpesviral mononucleosis,Infectious mononucleosis,Gammaherpesviral mononucleosis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B27.1,B27.1,B271,Cytomegaloviral mononucleosis,Infectious mononucleosis,Cytomegaloviral mononucleosis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B27.8,B27.8,B278,Other infectious mononucleosis,Infectious mononucleosis,Other infectious mononucleosis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B27.9,B27.9,B279,"Infectious mononucleosis, unspecified",Infectious mononucleosis,"Infectious mononucleosis, unspecified",,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B25,B30.-,B30,B30,Viral conjunctivitis,Viral conjunctivitis,,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B30.0,B30.0,B300,Keratoconjunctivitis due to adenovirus,Viral conjunctivitis,Keratoconjunctivitis due to adenovirus,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B30.1,B30.1,B301,Conjunctivitis due to adenovirus,Viral conjunctivitis,Conjunctivitis due to adenovirus,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B30.2,B30.2,B302,Viral pharyngoconjunctivitis,Viral conjunctivitis,Viral pharyngoconjunctivitis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B30.3,B30.3,B303,Acute epidemic haemorrhagic conjunctivitis (enteroviral),Viral conjunctivitis,Acute epidemic haemorrhagic conjunctivitis (enteroviral),,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B30.8,B30.8,B308,Other viral conjunctivitis,Viral conjunctivitis,Other viral conjunctivitis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B30.9,B30.9,B309,"Viral conjunctivitis, unspecified",Viral conjunctivitis,"Viral conjunctivitis, unspecified",,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B25,B33.-,B33,B33,"Other viral diseases, not elsewhere classified","Other viral diseases, not elsewhere classified",,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B33.0,B33.0,B330,Epidemic myalgia,"Other viral diseases, not elsewhere classified",Epidemic myalgia,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B33.1,B33.1,B331,Ross River disease,"Other viral diseases, not elsewhere classified",Ross River disease,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B33.2,B33.2,B332,Viral carditis,"Other viral diseases, not elsewhere classified",Viral carditis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B33.3,B33.3,B333,"Retrovirus infections, not elsewhere classified","Other viral diseases, not elsewhere classified","Retrovirus infections, not elsewhere classified",,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B33.4,B33.4,B334,Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS],"Other viral diseases, not elsewhere classified",Hantavirus (cardio-)pulmonary syndrome [HPS] [HCPS],,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B33.8,B33.8,B338,Other specified viral diseases,"Other viral diseases, not elsewhere classified",Other specified viral diseases,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B25,B34.-,B34,B34,Viral infection of unspecified site,Viral infection of unspecified site,,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B34.0,B34.0,B340,"Adenovirus infection, unspecified site",Viral infection of unspecified site,"Adenovirus infection, unspecified site",,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B34.1,B34.1,B341,"Enterovirus infection, unspecified site",Viral infection of unspecified site,"Enterovirus infection, unspecified site",,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B34.2,B34.2,B342,"Coronavirus infection, unspecified site",Viral infection of unspecified site,"Coronavirus infection, unspecified site",,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B34.3,B34.3,B343,"Parvovirus infection, unspecified site",Viral infection of unspecified site,"Parvovirus infection, unspecified site",,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B34.4,B34.4,B344,"Papovavirus infection, unspecified site",Viral infection of unspecified site,"Papovavirus infection, unspecified site",,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B34.8,B34.8,B348,Other viral infections of unspecified site,Viral infection of unspecified site,Other viral infections of unspecified site,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B25,B34.9,B34.9,B349,"Viral infection, unspecified",Viral infection of unspecified site,"Viral infection, unspecified",,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B35.-,B35,B35,Dermatophytosis,Dermatophytosis,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B35.0,B35.0,B350,Tinea barbae and tinea capitis,Dermatophytosis,Tinea barbae and tinea capitis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B35.1,B35.1,B351,Tinea unguium,Dermatophytosis,Tinea unguium,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B35.2,B35.2,B352,Tinea manuum,Dermatophytosis,Tinea manuum,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B35.3,B35.3,B353,Tinea pedis,Dermatophytosis,Tinea pedis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B35.4,B35.4,B354,Tinea corporis,Dermatophytosis,Tinea corporis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B35.5,B35.5,B355,Tinea imbricata,Dermatophytosis,Tinea imbricata,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B35.6,B35.6,B356,Tinea inguinalis [Tinea cruris],Dermatophytosis,Tinea inguinalis [Tinea cruris],,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B35.8,B35.8,B358,Other dermatophytoses,Dermatophytosis,Other dermatophytoses,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B35.9,B35.9,B359,"Dermatophytosis, unspecified",Dermatophytosis,"Dermatophytosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B36.-,B36,B36,Other superficial mycoses,Other superficial mycoses,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B36.0,B36.0,B360,Pityriasis versicolor,Other superficial mycoses,Pityriasis versicolor,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B36.1,B36.1,B361,Tinea nigra,Other superficial mycoses,Tinea nigra,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B36.2,B36.2,B362,White piedra,Other superficial mycoses,White piedra,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B36.3,B36.3,B363,Black piedra,Other superficial mycoses,Black piedra,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B36.8,B36.8,B368,Other specified superficial mycoses,Other superficial mycoses,Other specified superficial mycoses,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B36.9,B36.9,B369,"Superficial mycosis, unspecified",Other superficial mycoses,"Superficial mycosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B37.-,B37,B37,Candidiasis,Candidiasis,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B37.0,B37.0,B370,Candidal stomatitis,Candidiasis,Candidal stomatitis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B37.1,B37.1,B371,Pulmonary candidiasis,Candidiasis,Pulmonary candidiasis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B37.2,B37.2,B372,Candidiasis of skin and nail,Candidiasis,Candidiasis of skin and nail,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B37.3,B37.3,B373,Candidiasis of vulva and vagina,Candidiasis,Candidiasis of vulva and vagina,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B37.4,B37.4,B374,Candidiasis of other urogenital sites,Candidiasis,Candidiasis of other urogenital sites,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B37.5,B37.5,B375,Candidal meningitis,Candidiasis,Candidal meningitis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B37.6,B37.6,B376,Candidal endocarditis,Candidiasis,Candidal endocarditis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B37.7,B37.7,B377,Candidal sepsis,Candidiasis,Candidal sepsis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B37.8,B37.8,B378,Candidiasis of other sites,Candidiasis,Candidiasis of other sites,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B37.9,B37.9,B379,"Candidiasis, unspecified",Candidiasis,"Candidiasis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B38.-,B38,B38,Coccidioidomycosis,Coccidioidomycosis,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B38.0,B38.0,B380,Acute pulmonary coccidioidomycosis,Coccidioidomycosis,Acute pulmonary coccidioidomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B38.1,B38.1,B381,Chronic pulmonary coccidioidomycosis,Coccidioidomycosis,Chronic pulmonary coccidioidomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B38.2,B38.2,B382,"Pulmonary coccidioidomycosis, unspecified",Coccidioidomycosis,"Pulmonary coccidioidomycosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B38.3,B38.3,B383,Cutaneous coccidioidomycosis,Coccidioidomycosis,Cutaneous coccidioidomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B38.4,B38.4,B384,Coccidioidomycosis meningitis,Coccidioidomycosis,Coccidioidomycosis meningitis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B38.7,B38.7,B387,Disseminated coccidioidomycosis,Coccidioidomycosis,Disseminated coccidioidomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B38.8,B38.8,B388,Other forms of coccidioidomycosis,Coccidioidomycosis,Other forms of coccidioidomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B38.9,B38.9,B389,"Coccidioidomycosis, unspecified",Coccidioidomycosis,"Coccidioidomycosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B39.-,B39,B39,Histoplasmosis,Histoplasmosis,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B39.0,B39.0,B390,Acute pulmonary histoplasmosis capsulati,Histoplasmosis,Acute pulmonary histoplasmosis capsulati,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B39.1,B39.1,B391,Chronic pulmonary histoplasmosis capsulati,Histoplasmosis,Chronic pulmonary histoplasmosis capsulati,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B39.2,B39.2,B392,"Pulmonary histoplasmosis capsulati, unspecified",Histoplasmosis,"Pulmonary histoplasmosis capsulati, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B39.3,B39.3,B393,Disseminated histoplasmosis capsulati,Histoplasmosis,Disseminated histoplasmosis capsulati,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B39.4,B39.4,B394,"Histoplasmosis capsulati, unspecified",Histoplasmosis,"Histoplasmosis capsulati, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B39.5,B39.5,B395,Histoplasmosis duboisii,Histoplasmosis,Histoplasmosis duboisii,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B39.9,B39.9,B399,"Histoplasmosis, unspecified",Histoplasmosis,"Histoplasmosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B40.-,B40,B40,Blastomycosis,Blastomycosis,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B40.0,B40.0,B400,Acute pulmonary blastomycosis,Blastomycosis,Acute pulmonary blastomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B40.1,B40.1,B401,Chronic pulmonary blastomycosis,Blastomycosis,Chronic pulmonary blastomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B40.2,B40.2,B402,"Pulmonary blastomycosis, unspecified",Blastomycosis,"Pulmonary blastomycosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B40.3,B40.3,B403,Cutaneous blastomycosis,Blastomycosis,Cutaneous blastomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B40.7,B40.7,B407,Disseminated blastomycosis,Blastomycosis,Disseminated blastomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B40.8,B40.8,B408,Other forms of blastomycosis,Blastomycosis,Other forms of blastomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B40.9,B40.9,B409,"Blastomycosis, unspecified",Blastomycosis,"Blastomycosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B41.-,B41,B41,Paracoccidioidomycosis,Paracoccidioidomycosis,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B41.0,B41.0,B410,Pulmonary paracoccidioidomycosis,Paracoccidioidomycosis,Pulmonary paracoccidioidomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B41.7,B41.7,B417,Disseminated paracoccidioidomycosis,Paracoccidioidomycosis,Disseminated paracoccidioidomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B41.8,B41.8,B418,Other forms of paracoccidioidomycosis,Paracoccidioidomycosis,Other forms of paracoccidioidomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B41.9,B41.9,B419,"Paracoccidioidomycosis, unspecified",Paracoccidioidomycosis,"Paracoccidioidomycosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B42.-,B42,B42,Sporotrichosis,Sporotrichosis,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B42.0,B42.0,B420,Pulmonary sporotrichosis,Sporotrichosis,Pulmonary sporotrichosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B42.1,B42.1,B421,Lymphocutaneous sporotrichosis,Sporotrichosis,Lymphocutaneous sporotrichosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B42.7,B42.7,B427,Disseminated sporotrichosis,Sporotrichosis,Disseminated sporotrichosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B42.8,B42.8,B428,Other forms of sporotrichosis,Sporotrichosis,Other forms of sporotrichosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B42.9,B42.9,B429,"Sporotrichosis, unspecified",Sporotrichosis,"Sporotrichosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B43.-,B43,B43,Chromomycosis and phaeomycotic abscess,Chromomycosis and phaeomycotic abscess,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B43.0,B43.0,B430,Cutaneous chromomycosis,Chromomycosis and phaeomycotic abscess,Cutaneous chromomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B43.1,B43.1,B431,Phaeomycotic brain abscess,Chromomycosis and phaeomycotic abscess,Phaeomycotic brain abscess,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B43.2,B43.2,B432,Subcutaneous phaeomycotic abscess and cyst,Chromomycosis and phaeomycotic abscess,Subcutaneous phaeomycotic abscess and cyst,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B43.8,B43.8,B438,Other forms of chromomycosis,Chromomycosis and phaeomycotic abscess,Other forms of chromomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B43.9,B43.9,B439,"Chromomycosis, unspecified",Chromomycosis and phaeomycotic abscess,"Chromomycosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B44.-,B44,B44,Aspergillosis,Aspergillosis,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B44.0,B44.0,B440,Invasive pulmonary aspergillosis,Aspergillosis,Invasive pulmonary aspergillosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B44.1,B44.1,B441,Other pulmonary aspergillosis,Aspergillosis,Other pulmonary aspergillosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B44.2,B44.2,B442,Tonsillar aspergillosis,Aspergillosis,Tonsillar aspergillosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B44.7,B44.7,B447,Disseminated aspergillosis,Aspergillosis,Disseminated aspergillosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B44.8,B44.8,B448,Other forms of aspergillosis,Aspergillosis,Other forms of aspergillosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B44.9,B44.9,B449,"Aspergillosis, unspecified",Aspergillosis,"Aspergillosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B45.-,B45,B45,Cryptococcosis,Cryptococcosis,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B45.0,B45.0,B450,Pulmonary cryptococcosis,Cryptococcosis,Pulmonary cryptococcosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B45.1,B45.1,B451,Cerebral cryptococcosis,Cryptococcosis,Cerebral cryptococcosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B45.2,B45.2,B452,Cutaneous cryptococcosis,Cryptococcosis,Cutaneous cryptococcosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B45.3,B45.3,B453,Osseous cryptococcosis,Cryptococcosis,Osseous cryptococcosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B45.7,B45.7,B457,Disseminated cryptococcosis,Cryptococcosis,Disseminated cryptococcosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B45.8,B45.8,B458,Other forms of cryptococcosis,Cryptococcosis,Other forms of cryptococcosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B45.9,B45.9,B459,"Cryptococcosis, unspecified",Cryptococcosis,"Cryptococcosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B46.-,B46,B46,Zygomycosis,Zygomycosis,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B46.0,B46.0,B460,Pulmonary mucormycosis,Zygomycosis,Pulmonary mucormycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B46.1,B46.1,B461,Rhinocerebral mucormycosis,Zygomycosis,Rhinocerebral mucormycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B46.2,B46.2,B462,Gastrointestinal mucormycosis,Zygomycosis,Gastrointestinal mucormycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B46.3,B46.3,B463,Cutaneous mucormycosis,Zygomycosis,Cutaneous mucormycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B46.4,B46.4,B464,Disseminated mucormycosis,Zygomycosis,Disseminated mucormycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B46.5,B46.5,B465,"Mucormycosis, unspecified",Zygomycosis,"Mucormycosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B46.8,B46.8,B468,Other zygomycoses,Zygomycosis,Other zygomycoses,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B46.9,B46.9,B469,"Zygomycosis, unspecified",Zygomycosis,"Zygomycosis, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B47.-,B47,B47,Mycetoma,Mycetoma,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B47.0,B47.0,B470,Eumycetoma,Mycetoma,Eumycetoma,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B47.1,B47.1,B471,Actinomycetoma,Mycetoma,Actinomycetoma,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B47.9,B47.9,B479,"Mycetoma, unspecified",Mycetoma,"Mycetoma, unspecified",,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B35,B48.-,B48,B48,"Other mycoses, not elsewhere classified","Other mycoses, not elsewhere classified",,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B48.0,B48.0,B480,Lobomycosis,"Other mycoses, not elsewhere classified",Lobomycosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B48.1,B48.1,B481,Rhinosporidiosis,"Other mycoses, not elsewhere classified",Rhinosporidiosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B48.2,B48.2,B482,Allescheriasis,"Other mycoses, not elsewhere classified",Allescheriasis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B48.3,B48.3,B483,Geotrichosis,"Other mycoses, not elsewhere classified",Geotrichosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B48.4,B48.4,B484,Penicillosis,"Other mycoses, not elsewhere classified",Penicillosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B48.5,B48.5,B485,Pneumocystosis,"Other mycoses, not elsewhere classified",Pneumocystosis,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B48.7,B48.7,B487,Opportunistic mycoses,"Other mycoses, not elsewhere classified",Opportunistic mycoses,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,B35,B48.8,B48.8,B488,Other specified mycoses,"Other mycoses, not elsewhere classified",Other specified mycoses,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,B35,B49,B49,B49,Unspecified mycosis,Unspecified mycosis,,,042,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,B50,B50.-,B50,B50,Plasmodium falciparum malaria,Plasmodium falciparum malaria,,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
4,T,X,1,B50,B50.0,B50.0,B500,Plasmodium falciparum malaria with cerebral complications,Plasmodium falciparum malaria,Plasmodium falciparum malaria with cerebral complications,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
4,T,X,1,B50,B50.8,B50.8,B508,Other severe and complicated Plasmodium falciparum malaria,Plasmodium falciparum malaria,Other severe and complicated Plasmodium falciparum malaria,,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
4,T,X,1,B50,B50.9,B50.9,B509,"Plasmodium falciparum malaria, unspecified",Plasmodium falciparum malaria,"Plasmodium falciparum malaria, unspecified",,043,4-013,3-014,2-020,1-021,2025-09-12 20:34:44
